Marca temporal,"¿Estás estudiando en algún colegio, universidad o instituto?",Escribe tu edad exacta,Sexo,Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [No discrimino y trato a todos por igual],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me gusta comprar marcas que representen mi status],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me preocupa mucho el medio ambiente],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Estudio mucho, doy mi mayor esfuerzo]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Busco el éxito sin importar lo que deba sacrificar],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Trato de vestir sencillo para no presumir],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Creo que la vida se trata de tomar riesgos],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Busco hacer cosas emocionantes para no aburrirme],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [En mi casa, la familia es muy importante, por eso paso mucho tiempo con ellos]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Tener dinero es clave para ser respetado],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me cuesta mucho lidiar con gente que opina estupideces],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [La tradición y religión ayudan a distinguir lo bueno de lo malo],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [El dinero va y viene, trato de no cuidarlo mucho, más bien lo disfruto]","Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Hay que respetar a los adultos, aunque algunos no sean muy respetuosos]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me gusta comer sano y estar en forma],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Vestirse bien es clave para el éxito ],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Soy sincero con las personas, aunque la verdad les duela]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me preocupo y ayudo a los necesitados],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Invierto mucho tiempo y dinero para aprender cosas nuevas],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me gusta conocer gente y hacer nuevos amigos],"Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Soy una persona casera, prefiero estar en casa haciendo lo mío]","Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Prefiero hacer las cosas solo, me estresa trabajar en grupo]",Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me gusta tener muchos amigos y pasar tiempo con ellos],Según tu forma de ser ¿Cuál de las siguientes frases te describe mejor: [Me cuesta concentrarme porque me aburro rápido de las cosas],Cuando tenga 30 años me gustaría:,¿Cuánto tiempo has pasado en los últimos 7 días en TikTok? Si no lo las usado coloca 00:00,¿Cuánto tiempo has pasado en los últimos 7 días en Instagram? Si no lo las usado coloca 00:00,¿Cuánto tiempo has pasado en los últimos 7 días en Facebook? Si no lo las usado coloca 00:00,¿Cuánto tiempo has pasado en los últimos 7 días en YouTube? Si no lo las usado coloca 00:00
10/08/2022 17:57:43,Sí,21,Mujer,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Un poco falso,No lo sé,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,Totalmente falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",3:15:00,2:46:00,0:13:00,0:10:00
10/08/2022 17:58:10,Sí,18,Mujer,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco falso,Un poco falso,Totalmente falso,Un poco falso,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente falso,Un poco falso,Totalmente verdadero,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",1:50:00,2:00:00,0:00:00,0:30:00
10/08/2022 17:58:41,Sí,20,Mujer,Totalmente verdadero,Un poco falso,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco falso,Un poco verdadero,No lo sé,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",5:15:00,4:52:00,3:20:00,0:15:00
10/08/2022 17:59:05,Sí,18,Hombre,Totalmente verdadero,Totalmente falso,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco falso,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,"Estar soltero, muy enfocado en mis logros personales",14:00:00,7:00:00,1:00:00,6:00:00
10/08/2022 17:59:15,Sí,20,Mujer,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente falso,Un poco verdadero,Un poco falso,No lo sé,Un poco verdadero,Un poco falso,Un poco falso,No lo sé,Un poco falso,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,"Estar soltero, muy enfocado en mis logros personales",16:22:00,0:04:00,0:55:00,0:13:00
10/08/2022 18:00:13,Sí,20,Mujer,No lo sé,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,No lo sé,No lo sé,Totalmente verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:55:00,1:21:00,0:13:00,0:00:00
10/08/2022 18:00:42,Sí,18,Mujer,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,No lo sé,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco falso,Totalmente verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",5:40:00,2:24:00,0:01:00,1:11:00
10/08/2022 18:00:46,Sí,21,Hombre,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente falso,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente falso,Un poco falso,Totalmente falso,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco falso,Totalmente verdadero,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",6:00:00,2:00:00,0:24:00,0:30:00
10/08/2022 18:00:51,Sí,19,Mujer,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,No lo sé,Un poco falso,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,No lo sé,No lo sé,Totalmente verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",8:35:00,6:46:00,0:08:00,0:35:00
10/08/2022 18:00:53,Sí,19,Mujer,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",1:19:00,2:55:00,0:32:00,0:02:00
10/08/2022 18:01:05,Sí,18,Mujer,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco falso,Totalmente verdadero,No lo sé,Un poco falso,Totalmente falso,Un poco verdadero,Un poco falso,Un poco falso,Un poco falso,No lo sé,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,"Estar soltero, muy enfocado en mis logros personales",9:33:00,2:10:00,0:24:00,0:05:00
10/08/2022 18:02:33,Sí,18,Mujer,No lo sé,Un poco falso,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente falso,Un poco falso,No lo sé,Un poco verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,Totalmente verdadero,Totalmente falso,Totalmente falso,Totalmente verdadero,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",5:00:00,9:00:00,0:30:00,2:00:00
10/01/2023 18:16:15,Sí,25,Mujer,Totalmente verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Un poco verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",0:20:00,6:00:00,0:00:00,3:00:00
10/01/2023 18:16:58,Sí,21,Mujer,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Totalmente falso,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco falso,Un poco falso,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",3:00:00,6:00:00,5:00:00,2:00:00
10/01/2023 18:17:15,Sí,22,Hombre,Un poco verdadero,Totalmente falso,Un poco verdadero,No lo sé,Un poco falso,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,No lo sé,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,Totalmente falso,Un poco verdadero,Un poco falso,"Estar soltero, muy enfocado en mis logros personales",3:00:00,1:00:00,5:00:00,3:00:00
10/01/2023 18:17:22,Sí,22,Mujer,Totalmente verdadero,Un poco falso,No lo sé,Un poco verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,No lo sé,Un poco falso,Totalmente verdadero,No lo sé,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,No lo sé,Totalmente verdadero,No lo sé,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",7:52:00,6:33:00,1:50:00,0:54:00
10/01/2023 18:17:33,Sí,25,Mujer,Un poco verdadero,Un poco falso,No lo sé,Un poco verdadero,Totalmente verdadero,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco falso,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",1:28:00,2:15:00,0:37:00,0:00:00
10/01/2023 18:17:44,Sí,21,Mujer,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco falso,Un poco verdadero,No lo sé,Un poco verdadero,Un poco falso,No lo sé,Un poco falso,No lo sé,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco falso,Un poco falso,Un poco falso,No lo sé,"Estar soltero, muy enfocado en mis logros personales",5:00:00,20:00:00,5:00:00,1:00:00
10/01/2023 18:17:50,Sí,21,Mujer,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco falso,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",1:52:00,1:33:00,0:32:00,0:17:00
10/01/2023 18:18:17,Sí,23,Hombre,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,No lo sé,No lo sé,No lo sé,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,Un poco verdadero,Totalmente verdadero,"Estar soltero, muy enfocado en mis logros personales",7:00:00,7:00:00,5:00:00,7:00:00
10/01/2023 18:19:51,Sí,25,Hombre,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco falso,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,"Estar soltero, muy enfocado en mis logros personales",2:27:00,1:13:00,0:30:00,0:00:00
10/02/2023 18:54:53,Sí,22,Mujer,Totalmente verdadero,No lo sé,No lo sé,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente falso,Totalmente falso,Totalmente falso,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,"Estar soltero, muy enfocado en mis logros personales",5:24:00,1:49:00,1:36:00,0:00:00
10/02/2023 18:55:10,Sí,22,Mujer,Un poco verdadero,Totalmente falso,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco falso,No lo sé,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco falso,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco falso,Totalmente verdadero,Totalmente verdadero,Un poco falso,Un poco falso,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",3:36:00,8:56:00,3:40:00,0:00:00
10/02/2023 18:56:18,Sí,22,Hombre,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente falso,No lo sé,Totalmente verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Totalmente falso,Un poco falso,Totalmente falso,Un poco verdadero,No lo sé,"Estar soltero, muy enfocado en mis logros personales",22:10:00,8:06:00,6:06:00,3:44:00
10/02/2023 19:03:07,Sí,23,Hombre,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Un poco falso,Un poco falso,No lo sé,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco falso,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,"Estar soltero, muy enfocado en mis logros personales",2:00:00,5:00:00,1:00:00,3:00:00
4/08/2023 17:31:27,Sí,23,Hombre,Totalmente verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Totalmente falso,No lo sé,No lo sé,Totalmente verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,No lo sé,Un poco falso,Un poco verdadero,Totalmente falso,"Estar soltero, muy enfocado en mis logros personales",1:00:00,12:00:00,10:00:00,2:00:00
4/08/2023 17:32:09,Sí,23,Hombre,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,No lo sé,Un poco verdadero,Totalmente verdadero,"Estar soltero, muy enfocado en mis logros personales",10:00:00,8:00:00,4:00:00,4:00:00
4/08/2023 17:32:26,Sí,22,Mujer,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco falso,Un poco falso,Un poco verdadero,No lo sé,Un poco falso,Totalmente verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",5:00:00,0:44:00,0:33:00,0:00:00
4/08/2023 17:32:40,Sí,23,Mujer,Un poco verdadero,No lo sé,Un poco falso,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente falso,Un poco verdadero,Un poco falso,No lo sé,No lo sé,Un poco verdadero,Totalmente falso,Un poco falso,Totalmente falso,No lo sé,Un poco verdadero,Un poco verdadero,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",15:34:00,4:54:00,0:02:00,0:09:00
4/08/2023 17:32:44,Sí,23,Hombre,Un poco verdadero,Un poco falso,Un poco verdadero,No lo sé,No lo sé,Un poco falso,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco falso,No lo sé,Totalmente falso,Totalmente verdadero,Un poco verdadero,No lo sé,Un poco falso,Totalmente verdadero,Un poco falso,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,"Estar soltero, muy enfocado en mis logros personales",2:00:00,0:30:00,0:30:00,0:30:00
4/08/2023 17:33:09,Sí,21,Mujer,Un poco verdadero,Un poco falso,Un poco falso,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Totalmente verdadero,Un poco falso,Un poco verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco falso,"Estar soltero, muy enfocado en mis logros personales",3:00:00,2:00:00,1:30:00,0:30:00
4/08/2023 17:33:16,Sí,21,Mujer,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Totalmente falso,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco falso,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente falso,Un poco falso,Totalmente verdadero,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",3:12:00,2:01:00,0:16:00,0:00:00
4/08/2023 17:33:27,Sí,22,Mujer,Totalmente verdadero,No lo sé,Un poco falso,No lo sé,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,No lo sé,No lo sé,Un poco verdadero,No lo sé,Un poco falso,Totalmente verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",11:00:00,5:37:00,0:42:00,0:00:00
4/08/2023 17:33:34,Sí,21,Mujer,Un poco verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",9:22:00,4:59:00,1:11:00,0:00:00
4/08/2023 17:34:09,Sí,21,Hombre,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Un poco verdadero,No lo sé,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,No lo sé,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",14:24:00,4:52:00,1:54:00,5:06:00
4/08/2023 17:34:29,Sí,21,Mujer,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,No lo sé,Un poco falso,No lo sé,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco falso,Totalmente verdadero,Totalmente falso,Un poco falso,No lo sé,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",7:12:00,1:42:00,0:36:00,2:25:00
4/08/2023 17:35:30,Sí,24,Hombre,Un poco verdadero,Un poco falso,No lo sé,No lo sé,No lo sé,No lo sé,No lo sé,Totalmente falso,No lo sé,Totalmente falso,Totalmente verdadero,Totalmente falso,No lo sé,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente falso,Un poco verdadero,No lo sé,Totalmente falso,No lo sé,Totalmente falso,Un poco verdadero,No lo sé,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",1:00:00,1:00:00,1:00:00,1:00:00
4/08/2023 17:35:50,Sí,23,Hombre,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,No lo sé,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Un poco verdadero,No lo sé,Un poco verdadero,No lo sé,No lo sé,No lo sé,"Estar soltero, muy enfocado en mis logros personales",4:10:00,4:15:00,4:20:00,4:20:00
4/08/2023 17:36:58,Sí,22,Mujer,Totalmente verdadero,Un poco falso,Totalmente verdadero,Un poco verdadero,Un poco verdadero,No lo sé,No lo sé,Totalmente verdadero,Totalmente verdadero,Un poco falso,Un poco verdadero,Totalmente falso,No lo sé,Totalmente verdadero,Totalmente falso,Totalmente falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco verdadero,"Estar soltero, muy enfocado en mis logros personales",10:00:00,0:00:00,12:00:00,0:00:00
5/08/2023 10:03:46,Sí,22,Mujer,Totalmente verdadero,No lo sé,Un poco verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente falso,Un poco falso,Totalmente verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,No lo sé,Un poco falso,Totalmente verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",13:05:00,7:33:00,0:19:00,0:00:00
5/08/2023 10:06:29,Sí,25,Hombre,No lo sé,Un poco falso,Totalmente falso,Un poco falso,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente falso,Un poco verdadero,Un poco falso,No lo sé,Un poco verdadero,No lo sé,Totalmente falso,Totalmente verdadero,Un poco verdadero,No lo sé,Totalmente verdadero,Un poco verdadero,Un poco falso,Totalmente verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",7:57:00,1:58:00,0:58:00,3:01:00
5/08/2023 10:07:29,Sí,23,Hombre,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente falso,Un poco verdadero,Un poco falso,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,No lo sé,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco falso,Un poco verdadero,Un poco falso,"Estar soltero, muy enfocado en mis logros personales",3:14:00,3:08:00,0:08:00,0:01:00
5/08/2023 10:07:31,Sí,25,Hombre,Totalmente verdadero,Totalmente falso,Un poco verdadero,No lo sé,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Totalmente verdadero,Totalmente verdadero,Un poco verdadero,Totalmente verdadero,No lo sé,Totalmente falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,Un poco verdadero,Un poco verdadero,Totalmente verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",4:00:00,5:00:00,5:00:00,7:00:00
5/08/2023 10:08:36,Sí,23,Mujer,Un poco verdadero,Un poco falso,Un poco falso,Un poco falso,Un poco falso,Un poco falso,Un poco verdadero,Un poco verdadero,Un poco verdadero,Un poco falso,No lo sé,No lo sé,Un poco falso,Totalmente falso,Un poco verdadero,No lo sé,Un poco verdadero,Un poco falso,Un poco falso,No lo sé,Un poco falso,Un poco verdadero,Un poco falso,Un poco verdadero,"Formar una familia, pues me daría una motivación extra para enfocarme en mis logros personales",10:00:00,12:00:00,5:00:00,3:00:00
